,id,street_name,limits,total_count,date
5527,FRIARSRD046019,FRIARS RD,FRAZEE RD - MSS CTR RD,43143,2019-11-06
3974,COLLEGEAV040719,COLLEGE AV,500' N/O LINDO PASEO DR - ROCKHURST DR,21910,2019-11-06
3284,CARMELCOUNTRYRD045019,CARMEL COUNTRY RD,SHAW VALLEY  RD - CAMINITO CLASSICA RD,25269,2019-11-06
3912,CLAIREMONTMSBL046819,CLAIREMONT MS BL,CONVOY ST - MERCURY ST,29521,2019-11-06
7712,LINDAVISRD042719,LINDA VIS RD,MS COL ST - MARKHAM ST,21551,2019-11-06
5917,GESNERST042519,GESNER  ST,LLOYD WY - CHICAGO ST,3464,2019-11-06
8672,MISSIONBL040919,MISSION BL,GRAND AV - LORING ST,9250,2019-11-06
3795,CLAIREMONTDR043219,CLAIREMONT DR,DAKOTA CT - RAPPAHANNOCK AV,14449,2019-11-06
10726,QUALCOMMWY045619,QUALCOMM WY,SD 008 R  - CAM RIO ,31021,2019-11-06
9065,MSSCTRRD046219,MSS CTR RD,CAM RIO N  - CAM REINA ,22756,2019-11-06
4175,CONVOYCT045719,CONVOY CT,SHAWLINE ST - RUFFNER ST,5596,2019-11-07
4201,CONVOYST046519,CONVOY ST,DAGGET ST - OPPORTUNITY RD,22633,2019-11-07
2669,BURGENERBL043319,BURGENER BL,JELLETT CT - HUXLEY ST,3768,2019-11-07
4195,CONVOYST047119,CONVOY ST,CONVOY CT - SD 052 R-A CT,21741,2019-11-07
5908,GENESEEAV042619,GENESEE AV,SD 163 R-G ST - RICHLAND ST,32439,2019-11-07
2525,BOYDAV042319,BOYD AV,OLD BRIDGEPOR ST - GENESEE  ST,5482,2019-11-07
1979,BALBOAAV046119,BALBOA AV,CONVOY ST - MERCURY ST,32649,2019-11-07
3915,CLAIREMONTMSBL046919,CLAIREMONT MS BL,RUFFIN RD - CHESAPEAKE D,28986,2019-11-07
1990,BALBOAAV046719,BALBOA AV,GENESEE AV - MT ABERNATHY AV,35459,2019-11-07
11250,RUFFNERST046619,RUFFNER ST,BALBOA AV - DAGGET ST,11741,2019-11-07
6982,JOHNJHOPKINSDR040319,JOHN J HOPKINS DR,GENESEE AV - N TORREY PINES RD,9364,2019-11-07
3911,CLAIREMONTMSBL047019,CLAIREMONT MS BL,COMPLEX DR - MISSILE RD,21169,2019-11-07
3237,CARDINALRD044619,CARDINAL  RD,MOCKINGBIRD  DR - CARDINAL CT,11749,2019-11-12
2991,CAMINODELRION044219,CAMINO DEL RIO N  ,QUALCOMM WY - MISSION CITY PY,9992,2019-11-12
3250,CARGILLAV044719,CARGILL  AV,CAMINO TICINO ST - DECORO  ST,6413,2019-11-12
3018,CAMINODELRIOS044419,CAMINO DEL RIO S  ,GLASOE LN - AUTO CIRCLE  LN,7458,2019-11-13
10106,PARADISEVALLEYRD041219,PARADISE VALLEY RD,CITY LIMIT  DR - POTOMAC ST,17138,2019-11-13
10132,PARADISEVALLEYRD041319,PARADISE VALLEY RD,POTOMAC ST - BRIARWOOD RD,20015,2019-11-13
9838,OTAYMESARD041719,OTAY MESA RD,BEYER DR - REMINGTON HILLS DR,6026,2019-11-13
7267,LJVILGEDR042419,L J VILGE DR,GENESEE BL - EXECUTIVE WY,43673,2019-11-13
4499,DELSOLBL041519,DEL SOL BL,BEYER WY - DENNERY RD,9119,2019-11-13
2298,BEYERBL041419,BEYER BL,DEL SUR ST - SMYTHE A,10027,2019-11-13
3019,CAMINODELRIOS044319,CAMINO DEL RIO S  ,WESTERLY TERMINUS  - 580' E/O WESTERLY TERMINUS  ,3362,2019-11-13
4657,EBEYERBL041619,E BEYER BL,BOLTON HALL WY - SAN YSIDRO B,4179,2019-11-13
11421,SANYSIDROBL041819,SAN YSIDRO BL,DAIRY MART AV - HOWARD (SB) AV,4716,2019-11-13
2964,CAMINODELRION044119,CAMINO DEL RIO N ,CAMINO ARROYO RD - MISSION CENTER RD,5152,2019-11-13
5921,GESNERST041019,GESNER ST,MORENA BL - DENVER ST,3957,2019-11-14
5810,GENESEEAV043919,GENESEE AV,DECORO ST - NOBEL DR,32266,2019-11-14
9542,NILEST041919,NILE ST,THORN DR - LANDIS ST,4780,2019-11-14
6582,HOTELCRSS042019,HOTEL CR S S,SD 008 R-A  DR - HOTEL CR CT,10446,2019-11-14
5794,GENESEEAV043819,GENESEE AV,BANNOCK AV - MANITOU WY,26549,2019-11-14
3815,CLAIREMONTDR042919,CLAIREMONT DR,RAPPAHANNOCK RD - UTE DR,15757,2019-11-14
5816,GENESEEAV044019,GENESEE AV,ESPLANADE CT - L J VILGE RD,34295,2019-11-14
3913,CLAIREMONTMSBL043719,CLAIREMONT MS BL,DUBOIS DR DR - GENESEE AV,28680,2019-11-14
850,32ST049019,32 ST,NEWTON AV - NATIONAL AV,4347,2019-11-19
7282,LACUENTADR048719,LA CUENTA DR,CARBET PL - MACOUBA PL,3166,2019-11-19
681,28ST049119,28 ST,MAIN ST - BOSTON AV,19349,2019-11-19
7055,KEARNYMSRD049419,KEARNY MS RD,ARMOUR ST - MERCURY ST,15530,2019-11-19
5849,GENESEEAV047419,GENESEE AV,HEALTH CTR DR - CARDINAL RD,23143,2019-11-19
13294,WMORENABL049319,W MORENA BL,BUENOS AV - DORCAS ST,13114,2019-11-19
9105,MTACADIABL048619,MT ACADIA BL,VIA CARANCHO AV - MT ABBEY AV,7305,2019-11-19
9396,NATIONALAV047219,NATIONAL AV,30 ST - 31 ST,12052,2019-11-19
12507,TOWNECTREDR048919,TOWNE CTRE DR,UTC 1 DY - L J VILGE DR,19979,2019-11-19
13083,VIAVALARTAVALARTA048819,VIA VALARTA VALARTA,CLAIREMONT MS BL - VIA DOMINIQUE BL,3787,2019-11-19
3748,CHESAPEAKEDR049519,CHESAPEAKE DR,KEARNY VILLA RD - RUFFIN RD,2318,2019-11-19
6256,HARBORDR047319,HARBOR DR,C CHAVEZ PY - SAMPSON ST,8626,2019-11-19
7091,KEARNYVILLARD047719,KEARNY VILLA RD,CHESAPEAKE DR - RUFFIN RD,7240,2019-11-20
7057,KEARNYMSRD047619,KEARNY MS RD,VICKERS ST - RONSON RD,3780,2019-11-20
665,28ST049219,28 ST,HARBOR DR - MAIN ST,15419,2019-11-20
7118,KEARNYVILLARD047819,KEARNY VILLA RD,RUFFIN RD - SD 052  RD,19489,2019-11-20
11235,RUFFINRD048119,RUFFIN RD,RIDGEHAVEN CT - BALBOA AV,18876,2019-11-20
11446,SANDROCKRD047519,SANDROCK RD,GLENHAVEN ST - HAVETEUR WY,11687,2019-11-20
12390,TIERRASANTABL048319,TIERRASANTA BL,SANTO RD - ESPLENDENTE BL,20812,2019-11-21
4184,CONVOYST048219,CONVOY ST,ARMOUR ST - BALBOA AV,28301,2019-11-21
4132,COMSTOCKST048519,COMSTOCK ST,ULRIC ST - LINDA VIS RD,4076,2019-11-21
11488,SANTORD048419,SANTO RD,PORTO CT - CLAIREMONT MS BL,11381,2019-11-21
4706,EASTGATEML047919,EASTGATE ML,EASTGATE CT - AUTOPORT ML,14951,2019-12-03
685,28ST050019,28 ST,NATIONAL AV - HARBOR DR,15431,2019-12-03
3301,CARMELCREEKRD045119,CARMEL CREEK RD,CARMEL MOUNTAIN RD - MAPLE RIDGE RD,2273,2019-12-03
5131,EXECUTIVEDR048019,EXECUTIVE DR,REGENTS RD - REGENTS PK V RD,4165,2019-12-03
9593,NOBELDR051219,NOBEL DR,TOWNE CTRE DR - SHORELINE  DR,15314,2019-12-03
2303,BEYERBL050119,BEYER BL,PALM AV - CORONADO (SB) AV,10526,2019-12-03
9582,NOBELDR050419,NOBEL DR,REGENTS RD - CARGILL  RD,22609,2019-12-03
3710,CHATSWORTHBL050219,CHATSWORTH BL,NIMITZ BL - LYTTON ST,13857,2019-12-03
9159,MTEVERESTBL042219,MT EVEREST BL,MT DURBAN AV - MT ETNA DR,3997,2019-12-03
10875,REGENTSRD050319,REGENTS RD,BERINO CT - NOBEL  CT,9721,2019-12-03
3749,CHILDRENSWY051119,CHILDRENS WY,BIRMINGHAM WY - FROST  WY,5903,2019-12-03
11492,SANTORD050719,SANTO RD,REMORA ST - ANTIGUA  ST,12690,2019-12-03
4266,CORONADOSBAV052319,CORONADO SB AV,25 SB ST - 27 SB  ST,18454,2019-12-04
7271,LACUENTADR050919,LA CUENTA DR,BAROQUE LN - TIERRASANTA  LN,3837,2019-12-04
1642,ANTIGUABL051019,ANTIGUA BL,SANTO RD - CAL MARISELDA  RD,6806,2019-12-04
9571,NOBELDR050619,NOBEL DR,CARGILL AV - GENESEE  AV,22588,2019-12-04
615,25ST053519,25 ST,K ST - J  ST,6888,2019-12-05
1648,ANTIGUABL050819,ANTIGUA BL,VILLARRICA WY - CAM PLY ORO  WY,3744,2019-12-05
3668,CESARCHAVEZPY051419,CESAR CHAVEZ PY,NATIONAL AV - NEWTON  AV,12289,2019-12-05
9424,NATIONALAV053619,NATIONAL AV,BEARDSLEY ST - C CHAVEZ  ST,5323,2019-12-10
649,28ST051519,28 ST,C ST - B  ST,7931,2019-12-10
8064,MARKETST053719,MARKET ST,30 ST - 31  ST,13293,2019-12-10
8070,MARKETST051619,MARKET ST,33 ST - SD 015  ST,18871,2019-12-10
1810,AUTOCR051819,AUTO CR,SD 008  - CAM RIO N  ,31186,2019-12-10
4218,COPLEYDR051319,COPLEY DR,COPLEY PK PL - CORPORATE PK,12035,2019-12-10
2565,BROADWAYBROADWAY051919,BROADWAY  BROADWAY,09 AV - 10  AV,10803,2019-12-11
9063,MSCOLDR051719,MS COL DR,SD 163 CTR - HEALTH CTR,24181,2019-12-11
8029,MARKETST052019,MARKET ST,11 AV - 12  AV,12624,2019-12-11
9434,NATIONALAV052119,NATIONAL AV,EVANS ST - SAMPSON  ST,3902,2019-12-12
4373,DAIRYMARTRD053219,DAIRY MART RD,SERVANDO AV - CAM PZ  AV,9608,2019-12-12
4503,DELSOLBL053019,DEL SOL BL,DEL SUR BL - PICADOR  BL,8699,2019-12-12
9713,OCEANVWBL052219,OCEAN VW BL,30 ST - 31  ST,7915,2019-12-12
639,27ST052619,27 ST,CORONADO SB AV - CMTO SECOYA  AV,5085,2019-12-12
4267,CORONADOSBAV053119,CORONADO SB AV,30 SB ST - BEYER  ST,13910,2019-12-12
4394,DATSUNST052919,DATSUN ST,OTAY VY RD - HERITAGE  RD,8491,2019-12-12
1517,AIRWAYRD052819,AIRWAY RD,LA MEDIA RD - AV COSTA AZUL  RD,14488,2019-12-12
1677,AREYDR052719,AREY DR,NORSTAD ST - DARWIN  ST,2862,2019-12-12
4265,CORONADOSBAV053319,CORONADO SB AV,16 SB ST - THALIA  ST,23335,2019-12-12
2307,BEYERBL052419,BEYER BL,SD 905 RD - DAIRY MART  RD,15465,2019-12-12
6371,HERITAGERD053419,HERITAGE RD,DATSUN ST - SIKORSKY  ST,9846,2019-12-12
2653,BROADWAYCR053919,BROADWAY CR,BROADWAY  - BROADWAY  ,3668,2019-12-12
2273,BEYERBL052519,BEYER BL,CAULFIELD DR - CORONADO SB  ST,10574,2019-12-12
6377,HERITAGERD049619,HERITAGE RD,DATSUN ST ST - SOUTH END  ST,2223,2019-12-17
3942,CLOUDCRESTDR056919,CLOUDCREST DR,BERNARDO CENTER DR - RIMSTONE  DR,2121,2019-12-17
9873,OTAYVALLEYRD049719,OTAY VALLEY RD,CITY LIMIT  ST - DATSUN ST,6431,2019-12-17
4736,ECKSTROMAV049919,ECKSTROM AV,HATHAWAY ST - ASHFORD ST,5227,2019-12-17
6268,HARBORDR055119,HARBOR DR,KETTNER BL - MARKET  BL,19136,2019-12-17
556,16ST055519,16 ST,J ST - ISLAND  ST,6968,2019-12-17
3945,CLOVERDALEDR057019,CLOVERDALE DR,SAN PASQUAL RD - CITY LIMIT  RD,5662,2019-12-17
698,28ST055619,28 ST,SD 005 R-A A - NATIONAL  A,14923,2019-12-17
594,25ST055019,25 ST,BROADWAY  - C  ,7343,2019-12-17
2612,BROADWAYBROADWAY055319,BROADWAY BROADWAY,28 ST - 29  ST,3188,2019-12-17
4299,CROWNPOINTDR057519,CROWN POINT DR,FORTUNA AV - PACIFIC BEACH  AV,2049,2019-12-17
6672,IMPERIALAV055719,IMPERIAL AV,32 ST - 33  ST,7352,2019-12-17
3713,CHATSWORTHBL056719,CHATSWORTH BL,ORCHARD AV - DEL MAR HEIGHTS  AV,9909,2019-12-17
6247,HARBORDR055919,HARBOR DR,BEARDSLEY ST - C CHAVEZ  ST,13165,2019-12-17
4322,CURLEWST057719,CURLEW ST,REYNARD WY - OTSEGO  WY,1711,2019-12-17
707,30ST055819,30 ST,C ST - B  ST,10099,2019-12-17
8254,MEADEAV049819,MEADE AV,SD 805   - SD 015  ,7968,2019-12-17
275,05AV054519,05 AV,MARKET ST - G  ST,6832,2019-12-18
173,04AV054619,04 AV,ISLAND AV - MARKET  AV,4542,2019-12-18
11306,SAMPSONST054119,SAMPSON ST,NATIONAL AV - NEWTON  AV,4016,2019-12-18
11550,SCHLEYST054219,SCHLEY ST,MAIN ST - HARBOR  ST,5876,2019-12-18
5161,FST054019,F ST,16 ST - 17  ST,12771,2019-12-18
3662,CESARCHAVEZPY054819,CESAR CHAVEZ PY,MAIN ST - HARBOR  ST,10271,2019-12-18
587,19ST054919,19 ST,K ST - SD 005 R-B  ST,2357,2019-12-18
3967,COLIMAST057119,COLIMA ST,BELLEVUE AV - TAFT  AV,900,2019-12-18
7953,MAINST054719,MAIN ST,29 ST - 30  ST,11407,2019-12-18
547,16ST053819,16 ST,G ST - F  ST,7987,2019-12-18
4330,CYPRESSCANYONRD057819,CYPRESS CANYON RD,ALDERHILL TR - SCRIPPS POWAY  TR,2798,2019-12-19
4325,CYPRESSCANYONPARKDR057919,CYPRESS CANYON PARK DR,CAMINITO SERENO   - POMERADO  ,2234,2019-12-19
3775,CIVITABL058119,CIVITA BL,MISSION CENTER RD - MID VINTAGE LN,4340,2019-12-19
5346,FEDERALBL058019,FEDERAL BL,50TH ST - EUCLID AV,8583,2019-12-19
4124,COMMONWEALTHAV057319,COMMONWEALTH AV,JUNIPER ST - BOUNDARY  ST,1578,2019-12-19
6637,IMPERIALAV055219,IMPERIAL AV,10 AV - 11  AV,5272,2019-12-19
501,11AV055419,11 AV,C ST - B  ST,19321,2019-12-19
4131,COMSTOCKST057419,COMSTOCK ST,OSLER ST - ULRIC  ST,920,2019-12-19
4317,CUMBERLANDST057619,CUMBERLAND ST,REO DR - RANCHO  DR,2148,2019-12-19
3787,CLAIREMONTDR056819,CLAIREMONT DR,CLAIREMONT MESA BL - LAKEHURST  BL,9806,2019-12-19
491,11AV054319,11 AV,B ST - A  ST,16729,2019-12-19
519,11AV054419,11 AV,MARKET ST - G  ST,10716,2019-12-19
3423,CARMELVALLEYRD056219,CARMEL VALLEY RD,DEL MAR HEIGHTS RD - PACIFIC HIGHLANDS RANCH  RD,22915,2019-12-19
3417,CARMELVALLEYRD056419,CARMEL VALLEY RD,CAMINO DEL SUR  - BLACK MOUNTAIN (E)  ,11615,2019-12-19
3451,CARMELVISTARD056019,CARMEL VISTA RD,VALLEY CENTRE DR - CAMINITO CARMEL HARBOUR  DR,2099,2019-12-19
3425,CARMELVALLEYRD056319,CARMEL VALLEY RD,GOLDEN CYPRESS PL - RANCHO SANTA FE FARMS  PL,13133,2019-12-19
3450,CARMELVIEWRD056119,CARMEL VIEW RD,VALLEY CENTRE DR - CARMEL GROVE   DR,1549,2019-12-19
3407,CARMELVALLEYRD056519,CARMEL VALLEY RD,BLACK MOUNTAIN E RD - VALLE DEL SUR  RD,16578,2019-12-19
9106,MTAGUILARDR050519,MT AGUILAR DR,MT ALBERTINE AV - AUBURNDALE  AV,5718,2019-12-19
3972,COLINADORADADR057219,COLINA DORADA DR,PENDIENTE CT - PAVO REAL  CT,1681,2019-12-19
3501,CARROLLRD056619,CARROLL RD,FENTON  RD - BROWN DEER  RD,4699,2019-12-19
8519,MIRALANIDR58319,MIRALANI DR,ARJONS DR - CAMINO RUIZ DR,9115,2020-01-14
8203,MAYALINDARD58219,MAYA LINDA RD,BLACK MOUNTAIN RD - GOLD COAST DR,2374,2020-01-14
3784,CLAIREMONTDR58619,CLAIREMONT DR,BALBOA AV - CLAIREMONT MESA BL,15687,2020-01-14
1567,ALLEGHANYST58819,ALLEGHANY ST,RACHAEL AV - FLINTRIDGE DR,3310,2020-01-14
5102,EUCLIDAV59619,EUCLID AV,ST. RITA PL - MANZANARES WY,12338,2020-01-15
6700,IMPERIALAV59519,IMPERIAL AV,61 ST - 62 ST,14875,2020-01-15
2300,BEYERBL58419,BEYER BL,IRIS AV - DEL SUR BL,5178,2020-01-15
8102,MARKETST59719,MARKET ST,59 ST - IONA DR,4648,2020-01-15
1102,47ST59119,47 ST,SOLOLA AV - LADNER ST,11124,2020-01-15
1375,ACACIAST59019,ACACIA ST,38 ST - VESTA ST,3550,2020-01-15
1023,43ST58719,43 ST,NATIONAL AV - LOGAN AV,6009,2020-01-15
10621,POTOMACST59419,POTOMAC ST,CALLE TORTUOSA DR - SAIPAN DR,3662,2020-01-15
1292,69ST59919,69 ST,IMPERIAL AV - AKINS AV,3207,2020-01-15
1075,47ST58919,47 ST,GUYMON ST - F ST,12513,2020-01-15
10397,PHYLLISPL58519,PHYLLIS PL,ABBOTSHILL RD - MURRAY RIDGE RD,2044,2020-01-15
1092,47ST59219,47 ST,OCEAN VIEW BL - FRANKLIN AV,13602,2020-01-16
8076,MARKETST59319,MARKET ST,36 ST - GATEWAY CENTER DR,15856,2020-01-16
6671,IMPERIALAV60219,IMPERIAL AV,31 ST - 32 ST,6519,2020-01-21
1001,43ST060419,43 ST,DELTA ST - GAMMA ST,15120,2020-01-21
9408,NATIONALAV60319,NATIONAL AV,33 ST - 35 ST,11631,2020-01-21
10111,PARADISEVALLEYRD060819,PARADISE VALLEY RD,CITY LIMIT RD - MUNDA RD,17347,2020-01-21
3774,CHURCHWARDST060619,CHURCHWARD ST,MANZANARES WY - DREAM ST,4350,2020-01-21
1259,62ST060719,62 ST,IMPERIAL AV - AKINS AV,2493,2020-01-21
3231,CARDIFFST60019,CARDIFF ST,SAN FELIPE ST - SAN VICENTE ST,5254,2020-01-21
7777,LOGANAV060519,LOGAN AV,49 ST - EUCLID AV,10767,2020-01-21
4409,DEEPDELLRD60119,DEEP DELL RD,DEEP DELL CT - PARADISE VALLEY RD,3185,2020-01-21
13636,WOODMANST062019,WOODMAN ST,SD 054 DR - ALTA VIEW DR,25872,2020-01-22
1271,65AV060919,65 AV,WUNDERLIN AV - BROADWAY AV,2229,2020-01-22
6727,IMPERIALAV061719,IMPERIAL AV,RAINBOW ST - FLICKER ST,8845,2020-01-22
6713,IMPERIALAV061119,IMPERIAL AV,EUCLID AV - SAN JACINTO DR,17705,2020-01-22
6707,IMPERIALAV061819,IMPERIAL AV,65 ST - 66 ST,13982,2020-01-22
4486,DELMARMESARD062419,DEL MAR MESA RD,CARMEL COUNTRY RD - AQUITAINE CT,2314,2020-01-22
5368,FEDERALBL061019,FEDERAL BL,MALLARD ST - MACARTHUR DR,11258,2020-01-22
8273,MEADOWBROOKDR062219,MEADOWBROOK DR,PARADISE VALLEY RD - ROYAL OAK DR,11938,2020-01-22
10123,PARADISEVALLEYRD062119,PARADISE VALLEY RD,JESTER ST - GILMARTIN DR,19787,2020-01-22
11820,SKYLINEDR061919,SKYLINE DR,MEADOWBROOK DR - GREENLAND DR,4650,2020-01-22
13011,VESTAST061319,VESTA ST,ACACIA ST - BIRCH ST,4238,2020-01-23
8125,MARKETST59819,MARKET ST,PITTA ST - RADIO DR,9658,2020-01-23
13016,VESTAST061219,VESTA ST,DALBERGIA ST - MAIN ST,5406,2020-01-23
7972,MAINST061419,MAIN ST,RIGEL ST - SIVA ST,17103,2020-01-23
4429,DELCERROBL062319,DEL CERRO BL,THETA PL - CAPRI DR,4973,2020-01-23
9762,OLIVEAV061619,OLIVE AV,PLUMAS ST - REO DR,4614,2020-01-23
9181,MUNDARD061519,MUNDA RD,PARADISE VALLEY RD - RIDGEWOOD DR,4629,2020-01-23
4528,DELSURBL062719,DEL SUR BL,SHOOTING STAR DR - CAITHNESS DR,1756,2020-01-28
4532,DELTAST062819,DELTA ST,39 ST - 40 ST,1891,2020-01-28
4622,DOLVIADR063219,DOLVIA DR,VERGARA ST - TRIANA ST,3063,2020-01-28
4526,DELSURBL062619,DEL SUR BL,ROSA LINDA ST - ARRUZA ST,2913,2020-01-28
4540,DENNERYRD062919,DENNERY RD,REGATTA LN - PALM AV,12287,2020-01-28
4536,DENNERYRD063019,DENNERY RD,PALM AV - DEL SOL BL,12975,2020-01-28
4642,DUNAWAYDR063319,DUNAWAY DR,GLENWICK LN - TORREY PINES RD,2529,2020-01-28
4483,DELMARMESARD062519,DEL MAR MESA RD,AQUITAINE CT - ANGOULEME CT,2051,2020-01-28
4595,DISTRIBUTIONAV063119,DISTRIBUTION AV,MIRAMAR RD - CARROLL RD,3206,2020-01-29
9095,MTACADIABL000120,MT ACADIA BL,COWLEY WY - VIA AQUARIO  WY,7264,2020-02-04
12623,ULRICST000520,ULRIC ST,TAIT ST - LINDA VIS RD,9146,2020-02-04
8992,MORENABL000220,MORENA BL,BALBOA AV - AVATI DR,19479,2020-02-04
2680,BUSINESSPARKAV001720,BUSINESSPARK AV,WILLOW CRK RD - CARROLL CYN RD,8562,2020-02-05
3910,CLAIREMONTMSBL000920,CLAIREMONT MS BL,CLAIREMONT (W) DR - GENESEE AV,25994,2020-02-05
3242,CARDINALDR000720,CARDINAL DR,REDBIRD DR - CARDINAL RD,3460,2020-02-05
10585,POMERADORD001320,POMERADO RD,WILLOW CRK RD - SCR RH BL,23324,2020-02-05
10503,POMERADORD001220,POMERADO RD,ELLIOTT FLD STA EN RD - WILLOW CRK RD,27197,2020-02-05
3403,CARMELMTNRD002120,CARMEL MTN RD,RHO CARMEL DR - STONEY PEAK DR,32013,2020-02-05
3401,CARMELMTNRD002020,CARMEL MTN RD,PENASQUITOS DR - SD 015  DR,13849,2020-02-05
5179,FAIRBROOKRD001920,FAIRBROOK RD,POMERADO RD - CMTO MAGNIFIC  RD,3931,2020-02-05
3319,CARMELCRKRD000420,CARMEL CRK RD,VALLEY CENTRE DR - CARMEL COUNTRY RD,18009,2020-02-05
3272,CARMELCOUNTRYRD000320,CARMEL COUNTRY RD,CARMEL MTN RD - SD 056 EB RAMP  RD,23960,2020-02-05
2226,BERNARDOCTRDR002220,BERNARDO CTR DR,W BERNARDO DR - CLOUDCREST DR,24029,2020-02-05
1600,ALVARADOCYNRD000820,ALVARADO CYN RD,FAIRMOUNT AV - ADOBE FALLS RD,7785,2020-02-05
10727,QUARTERMILEDR000620,QUARTER MILE DR,EL CAM RL  AV - HARTFIELD AV,748,2020-02-05
4979,ENGINEERRD001020,ENGINEER RD,CARDIN ST - KEARNY MS RD,2814,2020-02-05
11576,SCRLKDR001520,SCR LK DR,SCR RH BL - RED CEDAR DR,7481,2020-02-05
3469,CARROLLCANYONRD001820,CARROLL CANYON RD,BUSINESSPARK AV - SCR RH BL,15343,2020-02-05
1862,AVIARYDR001420,AVIARY DR,CMTO MEMOSAC  DR - ATRIUM DR,3730,2020-02-05
6391,HIBERTST001620,HIBERT ST,TREENA ST - SCR RH BL,4877,2020-02-05
5225,FAIRMOUNTAV001120,FAIRMOUNT AV,MISSION GORGE RD - n/o SHERIDAN LN,12025,2020-02-06
2214,BERNARDOCTRDR002520,BERNARDO CTR DR,SD 015 PY - BERNARDO HTS PY,24034,2020-02-06
2185,BERNARDOCTRDR002320,BERNARDO CTR DR,CLOUDCREST DR - SD 015 R-A  DR,25537,2020-02-06
2818,CAMNORTE002420,CAM NORTE  ,BERNARDO CTR DR - CITY LIMIT  DR,41211,2020-02-06
5118,EVENINGCREEKSDR003820,EVENING CREEK S DR,SABRE SPRINGS PY - EVENING CREEK N DR,3526,2020-02-11
5902,GENESEEAV004420,GENESEE AV,SD 005 SB ON RAMP DR - SCIENCE CTR DR,48913,2020-02-11
4922,ELCAMRL003220,EL CAM RL  ,SEA COUNTRY LN - SAN DIEGUITO RD,7451,2020-02-11
5116,EVENINGCREEKEDR003720,EVENING CREEK E DR,SABRE SPRINGS PY - MORNING CREEK DR,552,2020-02-11
4951,ELM(SB)AV003420,ELM (SB) AV,18 SB  ST - SATURN BL,4607,2020-02-11
5082,EUCLIDAV003620,EUCLID AV,PALIN ST - LOGAN AV,11682,2020-02-11
4671,EMISSIONBAYDR002920,E MISSION BAY DR,SEA WORLD DR - FIESTA ISLAND RD,5925,2020-02-12
4734,ECKSTROMAV003120,ECKSTROM AV,COSMO ST - AMOROSO ST,4066,2020-02-12
8191,MATINALRD002620,MATINAL RD,MATINAL CR - W BERNARDO DR,5099,2020-02-12
5767,GARRISONST004220,GARRISON ST,WILLOW CREEK ST - PULM ST,1204,2020-02-12
4997,ESCALADR003520,ESCALA DR,CAMINITO PINERO  RD - DEVEREUX RD,2262,2020-02-12
2191,BERNARDOCTRDR002720,BERNARDO CTR DR,ESCALA DR - SD 015  DR,6445,2020-02-12
5999,GOLFCOURSEDR004620,GOLF COURSE DR,26 ST - 28 ST,4207,2020-02-12
5947,GLENROYST004520,GLENROY ST,GREENBRIER AV - IRWIN AV,2048,2020-02-13
5894,GENESEEAV004320,GENESEE AV,RADCLIFFE LN - GOVERNOR DR,31446,2020-02-13
4650,DUSKDR002820,DUSK DR,ALTA VIEW DR - PARKSIDE AV,2713,2020-02-13
4673,EMOUNTAINVIEWDR003020,E MOUNTAIN VIEW DR,COPLEY AV - 35 ST,2557,2020-02-13
5361,FEDERALBL004020,FEDERAL BL,HOME AV - 47 ST,4356,2020-02-18
5182,FAIRBROOKRD003920,FAIRBROOK RD,RUE CHAMBERRY  - RUE CHANTEMAR  ,2268,2020-02-18
4920,ELCAMRL003320,EL CAM RL  ,SAN DIEGUITO RD - VIA DE LA VALLE RD,13179,2020-02-18
5380,FERNGL004120,FERN GL,NEPTUNE PL - MONTE VISTA AV,895,2020-02-19
6559,HOTELCIRCLENN005420,HOTEL CIRCLE N N,FASHION VY  RD - SD 008 R-A  RD,9521,2020-02-25
6155,GREENBRIERAV004920,GREENBRIER AV,MISSION GORGE RD - MILLBROOK ST,1645,2020-02-25
6584,HOWARD(SB)AV005620,HOWARD (SB) AV,VIA COSTINA BL - SAN YSIDRO BL,3670,2020-02-25
6029,GOODEST004820,GOODE ST,BRIARWOOD RD - MONTCLIFF RD,5510,2020-02-25
6623,HYACINTHDR005820,HYACINTH DR,AZALEA DR - LOTUS DR,2017,2020-02-25
6519,HOLLISTERST005120,HOLLISTER ST,PALM  AV - DONAX AV,3982,2020-02-25
6022,GOLFCRESTDR004720,GOLFCREST DR,RUANE ST - MISSION GORGE RD,3458,2020-02-25
6619,HUGHESST005720,HUGHES ST,DEMUS ST - GAYLE ST,2081,2020-02-25
6402,HICKMANFIELDDR005020,HICKMAN FIELD DR,COPLEY DR - CONVOY CT,4871,2020-02-26
6500,HOLLISTERST005320,HOLLISTER ST,ATHERTON AV - SUNSET AV,2209,2020-02-26
6566,HOTELCIRCLESS005520,HOTEL CIRCLE S  S,BACHMAN  PL - SD 008 R-A  PL,14432,2020-02-26
6882,IRISAV006020,IRIS AV,HOWARD AV - BEYER BL,6567,2020-02-26
6889,IRONWOODRD006120,IRONWOOD RD,TUDOR ST - COURTYARD DR,3652,2020-02-26
6505,HOLLISTERST005220,HOLLISTER ST,ILEX AV - IRIS AV,8600,2020-02-26
6682,IMPERIALAV005920,IMPERIAL AV,37 st - 38 ST,7962,2020-02-26
7700,LINCOLNAV008320,LINCOLN AV,UTAH ST - KANSAS ST,4030,2020-03-03
4859,ELCAJONBL008520,EL CAJON BL,MISSISSIPPI ST - LOUISIANA ST,22740,2020-03-03
